song_id,song_title,artist_name,total_person_count,view_count,crawl_date,views
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-10 20:06:56,13842188.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-10 18:44:44,13841743.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-10 18:25:21,13841600.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-10 17:47:36,13841319.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-10 10:32:41,13838880.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 18:23:13,13835217.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 18:20:13,13835188.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:42:10,13834886.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:40:27,13834872.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:36:09,13834844.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:32:04,13834820.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:31:16,13834812.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:21:53,13834743.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:08:46,13834667.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:03:50,13834639.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 17:01:00,13834618.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 16:54:06,13834571.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 16:47:36,13834533.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 16:27:29,13834414.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 16:07:33,13834296.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 15:49:03,13834178.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 15:41:18,13834134.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 15:37:43,13834113.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 15:35:48,13834102.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 15:30:16,13834056.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 14:53:05,13833871.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 14:14:26,13833644.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 12:24:04,13833107.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 12:20:04,13833081.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 12:15:56,13833058.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 11:56:57,13832969.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 11:43:42,13832905.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 11:40:40,13832891.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 11:30:29,13832837.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 11:25:48,13832807.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 11:20:55,13832791.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 10:40:51,13832633.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-09 09:57:00,13832416.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 18:08:48,13829147.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 18:02:01,13829090.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 17:43:02,13828955.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 17:07:21,13828718.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 17:04:10,13828698.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 16:39:32,13828551.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 16:36:31,13828531.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 16:32:08,13828507.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 15:56:35,13828325.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 15:52:58,13828311.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 15:48:37,13828283.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 15:04:26,13828087.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 14:59:45,13828066.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 14:49:13,13828018.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 14:38:10,13827967.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 14:28:50,13827916.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 14:14:40,13827860.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 14:13:06,13827852.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 14:02:15,13827805.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 13:50:40,13827755.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 13:43:03,13827718.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 13:39:06,13827705.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 11:38:57,13827177.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 11:37:01,13827169.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 11:34:39,13827156.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 11:32:34,13827151.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 11:30:57,13827141.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 11:25:15,13827120.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 11:19:10,13827098.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-08 10:53:38,13826995.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-07 17:57:49,13822967.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-07 17:57:31,13822964.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-07 17:33:31,13822810.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-07 17:23:01,13822739.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-07 17:05:16,13822630.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-07 16:38:53,13822478.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-07 16:19:57,13822380.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-07 16:12:45,13822336.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-07 16:10:19,13822324.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-07 16:06:22,13822302.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-07 16:05:34,13822299.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,,2025-07-07 14:50:12,13821936.0
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,13821921.0,2025-07-07 14:46:04,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,13821920.0,2025-07-07 14:45:35,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,13821915.0,2025-07-07 14:44:31,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,13821875.0,2025-07-07 14:36:40,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,0,13821862.0,2025-07-07 14:34:19,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,829416,13804652.0,2025-07-04 13:26:34,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,829415,13804645.0,2025-07-04 13:24:55,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,829413,13804635.0,2025-07-04 13:22:56,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,829411,13804595.0,2025-07-04 13:13:28,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,829398,13804266.0,2025-07-04 12:01:51,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,829396,13804207.0,2025-07-04 11:47:34,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,829395,13804186.0,2025-07-04 11:41:53,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,829392,13804152.0,2025-07-04 11:34:09,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,829391,13804114.0,2025-07-04 11:21:18,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,829391,13804104.0,2025-07-04 11:20:02,
genie_우효_민들레_(single_ver.),민들레 (single ver.),우효,829391,13804085.0,2025-07-04 11:12:47,
